id,text,a0,a1,a2,a3
1431,cuál es el nombre del artista que creó esta canción,,es,,
1432,hoeveel rekords het kurt gemaak,,nl,,
1433,hoe groot is die opbergbare knipsak en hoe lyk dit,,nl,,
1434,şikayetimi tweet at ve müşteri hizmetlerinden söz et,,tr,,
1435,silencio,,es,,
1436,borrar todo lo que hay en el menú,,es,,
1437,bir dolar kaç lira,,tr,,
1438,hoe is die weer in kaapstad,,nl,,
1439,visa påminnelser,,sv,,
1440,önümüzdeki cumartesi ayın kaçı,,tr,,
1441,quiero temas sobre cotilleo de famosos,,es,,
1442,what is my most played song,,en,,
1443,şimdi süpürmeye başla lütfen,,tr,,
1444,laat me recent nieuws over een bepaald onderwerp zien,,nl,,
1445,hapus daftar janji dengan teman baik,,id,,
1446,i-tweet ang serbisyo sa customer na mali ang bilang,,tl,,
1447,twitta al servizio clienti che la quantità è sbagliata,,it,,
1448,olly laat me een methode zien om softijs te maken,,nl,,
1449,riproduci la radio,,it,,
1450,lösche alles vom menü,,de,,
1451,apakah anda menerima surel orang ini,,id,,
1452,delete the list brads appointments,,en,,
1453,riproduci futura di lucio dalla,,it,,
1454,verwijder de lijst met bram's afspraken,,nl,,
1455,wat is de datum aanstaande zaterdag,,nl,,
1456,vind besonderhede oor president cyril ramaphosa,,af,,
1457,quelle heure est il sur l'horloge,,fr,,
1458,begin een nieuwe lijst met lotnummers,,nl,,
1459,bisakah kamu memainkan musik,,id,,
1460,das lied zaubermond auf meiner playliste speichern,,de,,
1461,inviami una notifica quando ci sono novità sulla tav,,it,,
1462,pon música relacionada con la música que escuché esta mañana,,es,,
1463,wie ist mein terminplan morgen früh,,de,,
1464,lütfen müzik çalar mısın,,tr,,
1465,qual é o tempo atual na cidade do porto,,pt,,
1466,programa radio nacional de españa,,es,,
1467,is die jaar twee duisend en agtien 'n skrikkeljaar,,af,,
1468,i want to hear that song,,en,,
1469,vänligen ta bort inköps listan från mina listor,,sv,,
1470,wie viele aufnahmen hat prince gemacht,,de,,
1471,hur stor är den förvaringsbara jympaväskan och hur ser den ut,,sv,,
1472,karanlık,,tr,,
1473,meilenstein von b. m. w. autos,,de,,
1474,actueel wereld nieuws,,nl,,
1475,apakah tahun dua ribu delapan belas tahun kabisat,,id,,
1476,paki play ang kanta na kanlungan ni noel cabangon,,tl,,
1477,robot süpürgeyi çalıştır,,tr,,
1478,notify me when there's news on the dakota pipeline,,en,,
1479,tarkan kaç albüm çıkardı,,tr,,
1480,o podcasti çal,,it,,
1481,rencanakan trip liburan untuk saya,,id,,
1482,trump'ın rusya ile olan bağlantıları yla ilgili son gelişmeler neler,,tr,,
1483,show reminders,,en,,
1484,is it bumper to bumper,,en,,
1485,hoeveel sleutels is op 'n klavier,,nl,,
1486,quantos recordes roberto leal fez,,pt,,
1487,vad är klockan,,sv,,
1488,come si chiama l'artista che ha creato questa canzone,,it,,
1489,es wäre nett wenn du den status für mich posten würdest,,de,,
1490,qual é o tempo no porto,,pt,,
1491,tolong alexa kasih tahu aku video terbaru yang viral di twitter belakangan ini untuk topik narendra modi,,id,,
1492,hay alguna nueva noticia de medio ambiente,,es,,
1493,fammi vedere gli orari del treno da bologna a padova per domani,,it,,
1494,sag mir wer dieses lied geschrieben hat,,de,,
1495,bagaimana saham compaq,,id,,
1496,heeft restaurant thuis bezorging,,nl,,
1497,irais-tu vérifier mes emails pour moi,,fr,,
1498,cuántos discos hizo el joaquín sabina,,es,,
1499,spela en låt från min favoritlista,,sv,,
1500,plan me a holiday trip,,en,,
2400,o que quer dizer esta palavra,,pt,pt,
2401,anneme bir email iletisine ihtiyacım var onu görmek için bir ziyaret planlıyorum ona havanın nasıl olduğunu sor ki çantamı nasıl hazırlamam gerektiğini bileyim,,tr,tr,
2402,desligar o candeeiro no quarto,,pt,pt,
2403,quero as luzes cor-de-laranja ligadas,,pt,pt,
2404,ausschalten der schlafzimmer lampe,,de,de,
2405,personal digital assistant,,en,en,
2406,film apa yang dibintangi cecep arif rahman,,id,id,
2407,define um alarme para as aulas de dança duas horas antes de as aulas começarem,,pt,pt,
2408,por favor começa o próximo episódio do podcast,,pt,pt,
2409,wys die volume instellings,,af,af,
2410,vad är klockan i paris,,sv,sv,
2411,gosto desta música que está a tocar,,pt,pt,
2412,i just want to know some information about you,,en,en,
2413,var god radera allt i min kalender,,sv,sv,
2414,starte bitte die nächste episode des podcasts,,de,de,
2415,kızılcahamam ankara'da hava,,tr,tr,
2416,quais são as novas atualizações no destak,,pt,pt,
2417,dónde actuará el chico de fallout,,es,es,
2418,was ist die durchschnittliche temperatur in münchen diese woche,,de,de,
2419,cuál es el tiempo en vigo,,es,es,
2420,ta bort alla evenemang tjugosjätte december,,sv,sv,
2421,groceries list,,en,en,
2422,was bedeutet dieses wort,,de,de,
2423,wie is die president van suid afrika,,af,af,
2424,in watter stad is elvis gebore,,af,af,
2425,narinig ko na kakasal lang ni lea pwede bang ipakita mo sa akin ang wedding pictures sa instagram nila,,tl,tl,
2426,stel voor elke zondag een terugkerend bezoek aan de supermarkt in,,nl,nl,
2427,cuaca semarang,,id,id,
2428,när är min tandläkar tid,,sv,sv,
2429,play the bjork album i've heard the least,,en,en,
2430,cari makanan favorit anda,,id,id,
2431,turn the lights blue,,en,en,
2432,apagar tudo no meu calendário,,pt,pt,
2433,op welke temperatuur moet ik koekjes bakken,,nl,nl,
2434,dónde está la tienda de tabaco más cercana,,es,es,
2435,bodrum için hava durumu nasıl,,tr,tr,
2436,var kommer johanna nordström ifrån,,sv,sv,
2437,quando é a minha pausa para almoço,,pt,pt,
2438,cosa significa questa parola,,it,it,
2439,lütfen esra ile lokantadaki brunchı takvimime ekle,,tr,tr,
2440,paki dagdag ang brunch kasama si erin sa ang aking kalendaryo ko sa kainan,,tl,tl,
2441,schakel de lichten om naar blauw,,nl,nl,
2442,ano ang kahulugan ng maikli,,tl,tl,
2443,jag vill lyssna på santiago,,sv,sv,
2444,voeg by weeklikse een n. m. oproep in kalender,,af,af,
2445,saya ingin penerangan warna biru,,id,id,
2446,amerikanın başkanı kimdir,,,tr,
2447,olly nama toko musik dalam radius sepuluh mil,,,id,
2448,existe algum lembrete para mim,,,pt,
2449,benim için hiç hatırlatma var mı,,,tr,
2450,beställ någonting online åt mig,,,sv,
2451,ik heb een e-mailketen naar mijn moeder nodig ik plan een reis om haar te zien haar vragen hoe het weer zal zijn zodat ik weet hoe ik moet inpakken,,,nl,
2452,wat is de weersvoorspelling voor arnhem,,,nl,
2453,preparati a mandare un messaggio di risposta,,,it,
2454,de onde é o marco paulo,,,pt,
2455,ora a new york,,,en,
2456,suche nach deinen favorisierten gerichte,,,de,
2457,enviar esta canción a mis favoritos,,,es,
2458,what is the weather forecast for chicago,,,en,
2459,wie ist das wetter in hamburg,,,de,
2460,stel een maandelijkse herinnering in voor het betalen van huur,,,nl,
2461,spiel mir das madonna lied aus dem hörbuch,,,de,
2462,kolla emejlklient,,,sv,
2463,quand est mon rendez-vous chez le dentiste,,,fr,
2464,kapan kereta terakhir dari tempat kerja berangkat,,,id,
2465,does the restaurant have delivery,,,en,
2466,kan du skapa ett nytt event i min kalender tack,,,sv,
2467,please delete all meetings of today after seven p. m.,,,en,
2468,please add brunch with erin to my calendar at the diner,,,en,
2469,verander die ligte blou,,,af,
2470,berapa nilai tukar dari mata uang rupiah ke yen,,,id,
2471,wie ist das wetter in berlin,,,de,
2472,show volume settings,,,en,
2473,la date de cet événement est elle correcte,,,fr,
2474,vad är nyheterna på s. v. t.,,,sv,
2475,aggiungi la colazione con enrico al bar al mio calendario,,,it,
2476,aggiungi chiamata calendario settimanale all'una del pomeriggio,,,it,
2477,berapa temperatur yang dibutuhkan untuk memasak daging babi,,,id,
2478,ipakita ang mga timing ng palabas,,,tl,
2479,var god radera min lunch dejt från den tjugotredje mars schemat,,,sv,
2480,põe para mim a música da madonna no audiolivro,,,pt,
2481,pon el álbum de rafael que he escuchado menos,,,es,
2482,j'ai entendu dire qu'ale venait de se marier pouvez-vous s'il vous plaît me montrer les photos du mariage sur leur instagram,,,fr,
2483,poste cette photo sur twitter,,,fr,
2484,welke winkels kan ik vinden in milaan,,,nl,
2485,quali sono tutti gli eventi in zona,,,it,
2486,maghanap ng mga lokal na tindahan,,,tl,
2487,bana online bir şey sipariş et,,,tr,
2488,bitte lösche diese liste,,,de,
2489,yarın sabah sekizde gitmem gerek ondan yarım saat önce bir alarm kur,,,tr,
2490,is dié geleentheid se datum korrek,,,af,
2491,que tenho planeado para sexta-feira,,,pt,
2492,gösteri saatleri ne,,,tr,
2493,toon volume instellingen,,,nl,
2494,com'è il tempo in umbria,,,it,
2495,qué significa esta palabra,,,es,
2496,ist heute geburtstag oder jahrestag,,,de,
2497,apa berita terbaru di r. c. t. i.,,,id,
2498,ich hätte jetzt gern lichter in der farbe orange,,,de,
2499,ge mig nyheterna på min leverantör,,,sv,
2500,mehmet ali alabora nereli,,,tr,
2501,qual a taxa de câmbio do dólar para o iene,,,pt,
2502,sien kliënt e-pos,,,af,
2503,mostra as definições de volume,,,pt,
2504,saya perlu rantai email untuk ibu saya saya merencanakan perjalanan untuk melihat dia bertanya bagaimana cuaca akan jadi saya tahu bagaimana berkemas,,,id,
2505,what are the show timings,,,en,
2506,wanneer is mijn tandartsafspraak,,,nl,
2507,bersiap untuk mengirim pesan balasan,,,id,
2508,s'il vous plaît appelle un taxi pour arriver à quatre cents et conduisez-moi au théâtre du manor,,,fr,
2509,je veux que tu mettes ne me quitte pas de jacques brel,,,fr,
2510,wie is de president van amerika,,,nl,
2511,itakda ang hudyat para sa alas nuwebe ng umaga,,,tl,
2512,zet een alarm voor negen uur in de ochtend,,,nl,
2513,waar komt victor reinier vandaan,,,nl,
2514,sen ağlama dinlemek istiyorum,,,tr,
2515,attività terroristiche,,,it,
2516,which shops can i find in milan,,,en,
2517,quels sont les horaires spectacle,,,fr,
2518,bel een taxi voor vier uur om mij naar carré te brengen,,,nl,
2519,domuz eti hangi sıcaklıkta pişer,,,tr,
2520,cancella tutte le riunioni oggi dopo le sette,,,it,
2521,qué tiendas puedo encontrar por madrid,,,es,
2522,nenn mir die uhrzeit in köln,,,de,
2523,check email client,,,en,
2524,yatak odası lambasını söndür,,,tr,
2525,in fünfzehn minuten ans treffen erinnern,,,de,
2526,ho sentito che alessandro si è appena sposato puoi mostrarmi le foto del matrimonio sul suo instagram,,,it,
2527,ingatkan saya pada pukul enam untuk rapat pukul tujuh,,,id,
2528,bilhan ako ng anumang bagay sa online,,,tl,
2529,qual é a mudança na acção do continente,,,pt,
2530,quanti anni ha alessandro borghi,,,it,
2531,i vilken stad föddes elvis,,,sv,
2532,behöver jag ha på mig stövlar,,,sv,
2533,giden bir yanıt mesajı göndermeye hazırlan,,,tr,
2534,cuándo sale el próximo tren a sabadell,,,es,
2535,welche geschäfte kann ich in mailand finden,,,de,
2536,speel vir my madonna liedjie van oudioboek,,,af,
2537,quero a iluminação azul,,,pt,
2538,verwyder alle gebeurtenisse op die ses en twintigste desember,,,af,
2539,what is the weather in paris,,,en,
2540,mavi ışık istiyorum,,,tr,
2541,riproduci rosso relativo da dove l'avevo fermata,,,it,
2542,mangyaring magtakda ng buwanang paalala para sa pagbabayad ng upa,,,tl,
2543,lyft i aç,,,tr,
2544,aku mau lampu warna oranye sekarang,,,id,
2545,sätt ett larm för danslektionerna två timmar före lektionerna börjar,,,sv,
2546,füge wöchentlich einen anruf um dreizehn uhr dem kalender hinzu,,,de,
2547,waar is joshua na die reën se volgende optrede,,,af,
2548,tweet met verbruikersdiens oor probleem wat ek met die produk in die gesig staar,,,af,
2549,en favori yemeği ara,,,tr,
2550,skakel die sitkamer ligte af,,,af,
2551,wann ist meine mittagspause,,,de,
2552,open de lyft app,,,sv,
2553,pouvez-vous s'il vous plaît mettre quelque chose quelque chose at gmail point com dans mes contacts,,,fr,
2554,vad har jag planerat på fredag,,,sv,
2555,quand part le prochain train pour atlanta,,,fr,
2556,weer in pretoria gauteng,,,af,
2557,cuál es la definición de sucinto,,,es,
2558,laat me weten welke wekkers je heb gezet,,,nl,
2559,o restaurante tem entrega ao domicílio,,,pt,
2560,alsjeblieft boek een trein kaartje voor me,,,nl,
2561,set the alarm to seven am for work,,,en,
2562,tweet ao atendimento ao consumidor da amazon sobre o problema que eu estou a enfrentar com o produto,,,pt,
2563,where is fallout boy performing next,,,en,
2564,wat zijn de nieuwsupdates over b. b. c.,,,nl,
2565,alsjeblief verwijderd dit lijstje,,,nl,
2566,pesankan sesuatu online,,,id,
2567,ek het n vergadering more tweeuur n. m. met jan sit dit in my kalender,,,af,
2568,hoe laat is het in parijs,,,nl,
2569,quelles sont les nouvelles mises à jour sur b. b. c.,,,fr,
2570,stel 'n alarm vir die dans klasse twee ure voor die klasse begin,,,af,
2571,påminn mig klockan sex om mötet klockan sju,,,sv,
2572,iş yerinden son tren kaçta kalkıyor,,,tr,
2573,ich hätte gerne einige infos über dich,,,de,
2574,apakah saya perlu memakai sepatu bot,,,id,
2575,i want you to put on be warned by tech nine,,,en,
2576,supprime s'il te plait la date pour mon déjeuner de l'emploi du temps du vingt trois mars,,,fr,
2577,stelle einen wecker um sieben uhr für die arbeit,,,de,
2578,le restaurant a-t-il la livraison,,,fr,
2579,mag-tweet sa consumer service tungkol sa problemang kinakaharap ko sa produkto,,,tl,
2580,quel est le maximum pour aujourd'hui,,,fr,
2581,in welcher stadt wurde nena geboren,,,de,
2582,elimina il mio appuntamento a pranzo dall'agenda del ventitré marzo per favore,,,it,
2583,ano ang pagbabago sa best buy stick,,,tl,
2584,erstelle einen wiederkehrenden ausflug zum lebensmittelladen für jeden sonntag,,,de,
2585,do i need to wear boots,,,en,
2586,bei welcher temperatur backt man kekse,,,de,
2587,bisakah kamu membuat acara baru di kalender saya,,,id,
2588,es la fecha correcta de este evento,,,es,
2589,çalan bu şarkıyı seviyorum,,,tr,
2590,quelle est la météo à paris,,,fr,
2591,mostrar los ajustes de volumen,,,es,
2592,when does the last train from work leave,,,en,
2593,recherchez votre plat préféré,,,fr,
2594,meteo torino piemonte,,,it,
2595,aydın için bir sonraki tren ne zaman ayrılıyor,,,tr,
2596,wat is het maximum voor vandaag,,,nl,
2597,gusto ko makinig sa ulan,,,tl,
2598,spegni le luci del soggiorno,,,it,
2599,play born to run from where i stopped,,,en,
2600,wanneer is mijn lunchpauze,,,nl,
2601,lägg upp den här bilden på twitter,,,sv,
2602,commande moi quelque chose en ligne,,,fr,
2603,tolong hubungi taksi buat jemput di b. i. p. dan antar aku ke c. g. v. paris van java,,,id,
2604,hur mycket är klockan i australien just nu,,,sv,
2605,bjork album das ich am wenigsten gehört habe,,,de,
2606,a qué temperatura deberia de hornear las galletas,,,es,
2607,mag-set up ng umuulit na pagpunta sa grocery store tuwing linggo,,,tl,
2608,di kota mana chrisye lahir,,,id,
2609,bana sesli kitap ta tarkan dan şarkı çal,,,tr,
2610,what is the time in paris,,,en,
2611,rendi le luci di un colore diverso,,,it,
2612,wat is het weer in parijs,,,nl,
2613,cuál es el cambio en best buy stick,,,es,
2614,carikan saluran kis f. m.,,,id,
2615,ano ang oras sa australia ngayon,,,tl,
2616,quelle est la température moyenne à nice pour cette semaine,,,fr,
2617,rimuovi tutti gli eventi del ventisei dicembre,,,it,
2618,procura comércio local,,,pt,
2619,tanggalin ang lahat ng mga kaganapan sa ika-dalawamput anim ng disyembre,,,tl,
2620,idagdag ang pagkikita nami ni dave sa subway sa weber sa ika-apat ng abril ng alas singko p. m.,,,tl,
2621,maak my wakker elke weeksdag om sewe v. m.,,,af,
2622,ek wil hê jy moet i fink u freeky deur die antwoord speel,,,af,
2623,vad betyder ordet kortfattad,,,sv,
2624,dans quelle ville est né johnny,,,fr,
2625,lägg till möte med david på subway i malmö fjärde april sjutton noll noll,,,sv,
2626,paris'te hava nasıl,,,tr,
2627,make the lights a different color,,,en,
2628,establezca un recordatorio mensual para pagar el alquiler,,,es,
2629,daftar baru dibuat besok,,,id,
2630,devo scrivere una email a mia madre ho in programma di andare a trovarla chiedile come sarà il tempo così so cosa mettere in valigia,,,it,
2631,me gustaría luces naranjas ahora,,,es,
2632,bespreek 'n trein kaartjie vir my,,,af,
2633,persoonlike digitale assistent,,,af,
2634,iowa'da hava nasıl,,,tr,
2635,cuál es la máxima para hoy,,,es,
2636,tuitea a atención al cliente acerca del problema que estoy teniendo con el producto,,,es,
2637,ses ayarlarını göster,,,tr,
2638,berei voor om 'n uitgaande antwoord boodskap te stuur,,,af,
2639,vilka filmer spelar mia skäringer i,,,sv,
2640,yirmi altı aralıktaki tüm etkinlikleri kaldır,,,tr,
2641,por favor añada el almuerzo con erin a mi calendario en el restaurante,,,es,
2642,notify me in fifteen before meeting starts,,,en,
2643,bu kelime ne anlama geliyor,,,tr,
2644,ik hou van dit nummer dat wordt afgespeeld,,,nl,
2645,hapus janji saat ini,,,id,
2646,may paghatid ba ang restawran na ito,,,tl,
2647,il ristorante fa consegne,,,it,
2648,vind lokale winkels,,,nl,
2649,quali sono le nuove notizie sulla rai,,,it,
2650,twittere an den kundenservice zu dem problem das ich mit dem produkt habe,,,de,
2651,tolong hapus semua rapat hari ini setelah jam tujuh malam,,,id,
2652,delete appointment at time,,,en,
2653,cosa ho pianificato per venerdì,,,it,
2654,verwijder afspraak op tijd,,,nl,
2655,verwijder alle evenementen op zesentwintig december,,,nl,
2656,huidige tyd in new york,,,af,
2657,éteindre la lampe de la chambre,,,fr,
2658,is de datum van dit event juist,,,nl,
2659,atur alarm untuk pukul sembilan pagi,,,id,
2660,in paris ist es wie spät,,,de,
2661,imposta una sveglia per le lezioni di danza due ore prima che inizino,,,it,
2662,despiértame cada semana a las siete de la mañana,,,es,
2663,ich habe gehört heidi klum hat eben geheiratet kannst du mir die hochzeitsbilder auf ihrem instagram zeigen,,,de,
2664,sabah dokuza alarm kur,,,tr,
2665,quando é a minha consulta no dentista,,,pt,
2666,por favor llama a un taxi para llegar al cuatrocientos y llévame al teatro señorial,,,es,
2667,ek moet môre om agt v. m. aan die gang kom stel 'n wekker dertig minute voor dit,,,af,
2668,remind me at six about the meeting at seven,,,en,
2669,spela allt det vackra där jag avslutade,,,sv,
2670,buch bitte ein zug ticket für mich,,,de,
2671,personlig digital assistent,,,sv,
2672,bana sağlayıcımdan haber ver,,,tr,
2673,ich möchte blaue beleuchtung,,,de,
2674,wat is het adres van margriet de vries,,,nl,
2675,saya harus berangkat jam delapan pagi besok atur alarm tiga puluh menit sebelumnya,,,id,
2676,kailan aalis ang susunod na tren papuntang atlanta,,,tl,
2677,kurabiyeleri kaç derecede pişirmem lazım,,,tr,
2678,set an alarm for the dance classes two hours before the classes start,,,en,
2679,lütfen benim için bir tren bileti ayırt,,,tr,
2680,lütfen kira ödemesi için aylık hatırlatıcı ayarla,,,tr,
2681,tambahkan telepon mingguan jam satu siang ke kalender,,,id,
2682,ışıkları maviye çevir,,,tr,
2683,what movies is kevin spacey in,,,en,
2684,find me kiss f. m. channel,,,en,
2685,stel 'n herhalende kruidenierswinkel besoek op vir elke sondag,,,af,
2686,por favor reserve um bilhete de comboio para mim,,,es,
2687,släck lampan i sovrummet,,,sv,
2688,vorrei le luci arancioni adesso,,,it,
2689,finden neu musik von qntal für mich,,,de,
2690,preparar envio de uma mensagem de resposta,,,pt,
2691,tambahkan pertemuan dengan david di bakmi g. m. di pondok indah mall tanggal empat april jam lima sore,,,id,
2692,busca mi comida favorita,,,es,
2693,che cosa c'è elencato,,,it,
2694,bitte lösche meinen termin zum mittagessen aus dem plan für den dreiundzwanzigsten märz,,,de,
2695,tolong hapus semuanya dari kalender saya,,,id,
2696,post deze foto op twitter,,,nl,
2697,est-ce l'anniversaire ou l'anniversaire de quelqu'un aujourd'hui,,,fr,
2698,por favor reserva un billete de tren para mí,,,es,
2699,vem är u. s. a. s. president,,,sv,
2700,add weekly one p. m. call to calendar,,,en,
2701,ich habe morgen eine treffen mit johannes um vierzehn uhr füge das zu meinen kalender hinzu,,,de,
2702,pakihanap ang bagong musika mula sa kamikazee para sa akin,,,tl,
2703,qual è il cambiamento nelle azioni mediaworld,,,it,
2704,who is the president of america,,,en,
2705,lägg till veckovis samtal klockan ett på dagen i kalendern,,,sv,
2706,apri lyft,,,it,
2707,what is the address of tara john,,,en,
2708,muss ich stiefel anziehen,,,de,
2709,s'il vous plaît ajouter le brunch avec erin à mon calendrier au diner,,,fr,
2710,liste d' épicerie,,,fr,
2711,i would like orange lights now,,,en,
2712,quantos anos tem o ryan reynolds,,,pt,
2713,laat weet my oor die alarms wat jy gestel het,,,af,
2714,hat das restaurant auch lieferung nach hause,,,de,
2715,mi piace questa canzone in riproduzione,,,it,
2716,finde lokale geschäfte,,,de,
2717,starta nästa podcastavsnitt,,,sv,
2718,ik wil gewoon wat informatie over jou weten,,,nl,
2719,bıraktığım yerden mimoza çiçeği ni çal,,,tr,
3600,que dia é hoje,,,pt,pt
3601,elektrik süpürgesini etkinleştir,,,tr,tr
3602,encontra algum rock,,,pt,pt
3603,taxa do dólar para o peso filipino,,,pt,pt
3604,finde etwas rock,,,de,de
3605,add my mom to calendar for monday brunch,,,en,en
3606,nyalakan alarm pukul delapan pagi,,,id,id
3607,quando é o próximo jogo do benfica,,,pt,pt
3608,jogue poker comigo,,,pt,pt
3609,ek het gehoor anna is pas getroud kan jy asseblief vir my die trou foto's op hul instagram wys,,,af,af
3610,hur många saker har jag planerade ikväll,,,sv,sv
3611,lembrar me que tenho uma reunião amanhã às três da tarde,,,pt,pt
3612,how long does it take the train to get from here and the met,,,en,en
3613,kan du radera alla mina tidsbokningar i kalendern,,,sv,sv
3614,spiele poker mit mir,,,de,de
3615,bugün adana şehir tiyatrosunda veba saat kaçta,,,tr,tr
3616,será que eu pus o alarme de casa,,,pt,pt
3617,poner una notificación el cinco de marzo que tengo una cita con el médico a las diez de la mañana,,,es,es
3618,ich möchte eine antwort senden,,,de,de
3619,por favor fija evento el lunes,,,es,es
3620,kollar alla på min facebooklista på matchen,,,sv,sv
3621,check if any alarm is there after five am,,,en,en
3622,welcher tag ist heute,,,de,de
3623,hervat die braaidag liedjies,,,af,af
3624,stoor hierdie liedjie,,,af,af
3625,nagpapasaya sa akin,,,tl,tl
3626,op welke dag valt pasen dit jaar,,,nl,nl
3627,jam berapa pertunjukan srimulat di panggung senayan hari ini,,,id,id
3628,säg mig närmaste matbutik från mitt hem tack,,,sv,sv
3629,hey siri have you heard any funny jokes lately,,,en,en
3630,kirim itu,,,id,id
3631,do you want to play monopoly with me,,,en,en
3632,poderia deletar todos meus compromissos do calendário,,,pt,pt
3633,moet ik een jas dragen,,,nl,nl
3634,el correo de cristina es sobre trabajo,,,es,es
3635,gelecek pazar için herhangi bir hatırlatıcım var mı,,,tr,tr
3636,spela lady gaga och börja med poker face,,,sv,sv
3637,guarda esta música nos meus favoritos,,,pt,pt
3638,che giorno è oggi,,,it,it
3639,bir sonraki alarmım hangisi,,,tr,tr
3640,ano ang susunod kong alarm,,,tl,tl
3641,wil jij monopoly met mijn spelen,,,tr,nl
3642,patayin ang wemo plug socket,,,tl,tl
3643,senaste nyheterna från västra frölunda,,,sv,sv
3644,vind 'n debat oor skole in suid-afrika,,,af,af
3645,saya butuh fokus yang lebih baik olly saya tidak dapat berkonsentrasi pada satu hal,,,id,id
3646,kahramanlık marşları na devam et,,,tr,tr
3647,apa gunung tertinggi di dunia,,,id,id
3648,algum email marcado como importante,,,pt,pt
3649,önemli olarak işaretlenmiş herhangi bir posta,,,tr,tr
3650,stäng av lamporna i mitt sovrum,,,sv,sv
3651,activeer de stofzuiger,,,,nl
3652,heb ik enige herineringrn voor aanstaande zondag,,,,nl
3653,quali eventi sono in programma oggi a napoli,,,,it
3654,toca rita guerra começando com chegar a ti,,,,pt
3655,avvia sirius dalla radio satellitare,,,,it
3656,sende das,,,,de
3657,que hora es en nueva york,,,,es
3658,do i have any remainder next sunday,,,,en
3659,ich möchte einen neuen twitterbeitrag als beschwerde an kaufland,,,,de
3660,verwijder de geplande vergadering op vier oktober om twaalf uur,,,,nl
3661,mach das ein wenig lauter,,,,de
3662,när anländer nästa tåg till södra station från centralstationen,,,,sv
3663,s'il vous plaît dites moi l' épicerie la plus proche de chez moi,,,,fr
3664,semua email yang diterima antara pukul sepuluh malam sampai sembilan pagi untuk dibalas,,,,id
3665,should i carry an umbrella with me today,,,,en
3666,mina favoriter musik,,,,sv
3667,set alarm for eight am tomorrow,,,,en
3668,what's my next alarm,,,,en
3669,wil jy monopoly saam met my speel,,,,af
3670,batalkan pertemuan medis akhir pekan ini,,,,id
3671,bitte erstelle eine veranstaltung für montag,,,,de
3672,i heard ale just got married can you please show me the wedding pictures on their instagram,,,,en
3673,supprimer les travails de routine de ma liste de choses à faire,,,,fr
3674,har jag ställt in mitt hemlarm,,,,sv
3675,qual è la mia prossima sveglia,,,,it
3676,trova un dibattito sulle scuole in italia,,,,it
3677,apa alamat amber stevens apa ada di kontakku,,,,id
3678,patugtugin para sa akin ang kanta ni francis magalona mula sa spotify,,,,tl
3679,läs kontaktnumret för alex från telefonboken,,,,sv
3680,faz isto um pouco mais alto,,,,pt
3681,hola siri has escuchado alguna broma graciosa últimamente,,,,es
3682,me remonter le moral,,,,fr
3683,salut quel genre de photos vous avez téléchargé sur pinterest,,,,fr
3684,ik heb een e-mail gekregen van sandra,,,,nl
3685,cancella quell' elemento dalla mia lista,,,,it
3686,tumugon sa email na natanggap mula kay pedro,,,,tl
3687,yatak odamdaki ışıkları kapat,,,,tr
3688,rufe das kundenhandy über amail an,,,,de
3689,fotosentez i açıkla,,,,tr
3690,verwyder take van my te doen lys,,,,af
3691,quanto é vinte por cento de cento e cinquenta,,,,pt
3692,benim için sesli kitap tan bir michael jackson şarkısı çal,,,,tr
3693,ik hoorde dat bram net getrouwd is kun je me de trouwfoto's op hun instagram laten zien,,,,nl
3694,twitta un reclamo a esselunga,,,,it
3695,que día es hoy,,,,es
3696,bitte mache die lampe aus,,,,de
3697,apakah saya sudah menyetel alarm rumah saya,,,,id
3698,dollar rate zu philippinischem peso,,,,de
3699,kolla om min mamma skickat mig några mejl,,,,sv
3700,hande yener en sana kırmızı çok yakışıyor çal,,,,tr
3701,cancela os compromissos médicos esta semana,,,,pt
3702,wanneer arriveer die volgende trein by centurion stasie van hatfield stasie,,,,af
3703,ouvi dizer que o toni carreira acabou de casar por favor pode mostrar me as fotografias do casamento no instagram deles,,,,pt
3704,nyalakan penyedot debu,,,,id
3705,play for me michael jackson song from audiobook,,,,en
3706,laat me weten wat de dichtstbijzijnde supermarkt van mijn huis is,,,,nl
3707,acara acara apa yang sedang berlangsung hari ini di depok,,,,id
3708,cours entre ces devises,,,,fr
3709,demande moi des questions faciles à propos d'un sujet que je connais et dit moi quand je me trompe,,,,fr
3710,hervat de herdenkings liedjes,,,,nl
3711,ano ang oras sa pilipinas,,,,tl
3712,hoelaat is het in dubai,,,,nl
3713,speel jan smit beginnend met mijn schatje,,,,nl
3714,jersey'den son haberler,,,,tr
3715,fai il caffè,,,,it
3716,did i get an email from sarah,,,,en
3717,joue pour moi la musique de michael jackson du livre audio,,,,fr
3718,koers tussen deze valuta's,,,,nl
3719,amber stevens in kişilerimdeki adresi ne,,,,tr
3720,imposta sveglia per le otto di domani mattina,,,,it
3721,recibí un correo electrónico de sara,,,,es
3722,gelisteter preis für die unternehmensaktie,,,,de
3723,when is the next train arriving to union station from grand central station,,,,en
3724,biraz rock çal,,,,tr
3725,was ist das gewicht eines elefanten,,,,de
3726,rallegrami,,,,it
3727,berapa nomor telepon teman saya jaka,,,,id
3728,pihitin at patayin ang aking mga ilaw sa silid-tulugan,,,,tl
3729,coloca o artigo na lista,,,,pt
3730,maria ha risposto alla mia mail,,,,it
3731,spara denna låt,,,,sv
